idx;Id;Url;TipusOferta;TipusImmoble;Municipi;Provincia;Zona;PreuActual;DataOferta;Sup_m2;NumHabitacions;NumBanys;AnyConstruccio;Planta;Parking;Calefaccio;AC;Moblat;EficienciaEnergetica;ClasseEmissions;Jardi;Ascensor
2157;i3047003760114;https://www.habitaclia.com/alquiler-piso-carrer_massens_3hab_2banos_80m2_vila_de_gracia-barcelona-i3047003760114.htm?pag=143&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila de Gràcia;1100;08-04-2020;80;3;2;1985;1;False;True;False;True;G;G;False;True
2158;i2829003746187;https://www.habitaclia.com/alquiler-piso-con_vistas_al_mar_gorg-badalona-i2829003746187.htm?pag=143&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Gorg;1325;08-04-2020;102;3;2;2016;8;True;True;True;True;C;C;False;True
2159;i27758000000167;https://www.habitaclia.com/alquiler-piso-moderno_apartamento_amueblado_y_equipado_en_calle_de_la_paloma_raval-barcelona-i27758000000167.htm?pag=143&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;1150;08-04-2020;62;2;2;;;False;True;True;False;G;G;False;True
2160;i4737003769605;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_terraza_sant_gervasi_galvany-barcelona-i4737003769605.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;2000;08-04-2020;90;2;;;1;False;True;True;False;E;D;False;True
2161;i1283002301678;https://www.habitaclia.com/alquiler-piso-parking_incluido_en_el_precio_gran_via_corts_catalanes_967_sant_marti-barcelona-i1283002301678.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Martí;1250;08-04-2020;99;3;2;;8;True;True;False;True;D;E;False;True
2162;i8478003772832;https://www.habitaclia.com/alquiler-piso-estupendo_en_can_serra_sant_josep-hospitalet_de_llobregat-i8478003772832.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;hospitalet_de_llobregat;barcelona;Sant Josep;950;08-04-2020;90;4;2;;3;True;True;True;False;C;D;False;True
2163;i13909003753947;https://www.habitaclia.com/alquiler-piso-sant_andreu-barcelona-i13909003753947.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Andreu;980;08-04-2020;69;3;;1970;2;False;True;True;True;F;E;False;True
2164;i2953003591666;https://www.habitaclia.com/alquiler-atico-poblenou-barcelona-i2953003591666.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Poblenou;6500;08-04-2020;120;2;3;2008;14;True;True;False;True;G;G;False;True
2165;i3047003697097;https://www.habitaclia.com/alquiler-piso-2hab_dobles_amueblado_con_todo_camp_d_en_grassot_gracia_n-barcelona-i3047003697097.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1250;08-04-2020;90;2;2;1975;3;False;True;False;False;G;G;False;True
2166;i4376003237442;https://www.habitaclia.com/alquiler-piso-ronda_universitat_dreta_de_l_eixample-barcelona-i4376003237442.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1100;08-04-2020;75;1;;1910;;False;False;False;True;G;F;False;True
2167;i27758000000042;https://www.habitaclia.com/alquiler-piso-moderno_apartamento_en_calle_de_la_paloma_raval-barcelona-i27758000000042.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;1090;08-04-2020;62;2;2;;;False;True;True;False;G;G;False;False
2168;i23706003648815;https://www.habitaclia.com/alquiler-atico-que_es_un_oasis_raval-barcelona-i23706003648815.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Raval;900;08-04-2020;69;1;;1850;4;False;False;False;True;G;G;False;False
2169;i586003713699;https://www.habitaclia.com/alquiler-piso-terrassa_de_80_m2_canyado-badalona-i586003713699.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Canyado;1300;08-04-2020;83;3;2;2004;4;False;True;True;True;G;G;False;True
2170;i4737003771497;https://www.habitaclia.com/alquiler-apartamento-amueblado_st_pere_sta_caterina_el_born-barcelona-i4737003771497.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1300;08-04-2020;76;2;2;;1;False;True;True;False;D;D;False;False
2171;i4737003719585;https://www.habitaclia.com/alquiler-apartamento-piso_de_diseno_en_calle_paris_esquerra_alta_de_l_eixample-barcelona-i4737003719585.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;2500;08-04-2020;100;2;;;2;False;True;True;False;E;D;False;True
2172;i4679003682159;https://www.habitaclia.com/alquiler-piso-en_en_sant_pere_santa_caterina_la_ribera_c_buenaventura_munoz_no_32_glories_el_parc-barcelona-i4679003682159.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Glòries El Parc;1200;08-04-2020;70;2;;;;False;True;True;True;G;G;False;True
2173;i4679003682162;https://www.habitaclia.com/alquiler-piso-en_en_sant_pere_santa_caterina_la_ribera_c_buenaventura_munoz_no_32_glories_el_parc-barcelona-i4679003682162.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Glòries El Parc;1200;08-04-2020;90;2;;;;False;True;True;True;G;G;False;True
2174;i28004003720278;https://www.habitaclia.com/alquiler-apartamento-gotic-barcelona-i28004003720278.htm?pag=144&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1320;08-04-2020;55;1;;1856;1;False;True;True;False;C;B;False;True
2175;i4653003657257;https://www.habitaclia.com/alquiler-piso-para_entrar_a_vivir_casagemes-badalona-i4653003657257.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Casagemes;1050;08-04-2020;65;2;;1960;2;False;False;False;True;E;E;False;False
2176;i1303003103967;https://www.habitaclia.com/alquiler-piso-vivienda_luminosa_con_terrazas_sants-barcelona-i1303003103967.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sants;820;08-04-2020;60;1;;;1;False;True;False;False;G;G;False;True
2177;i672001759205;https://www.habitaclia.com/alquiler-piso-via_augusta_349_355_via_augusta_349_355_sarria-barcelona-i672001759205.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;1887;08-04-2020;61;1;;;;False;False;False;False;;;False;False
2178;i12206003706956;https://www.habitaclia.com/alquiler-piso-en_calle_diputacion_esquerra_baixa_de_l_eixample-barcelona-i12206003706956.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Baixa de l´Eixample;1170;08-04-2020;71;2;;;1;False;False;False;True;E;E;False;True
2179;i11917003142241;https://www.habitaclia.com/alquiler-piso-sant_gervasi_galvany-barcelona-i11917003142241.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;3600;08-04-2020;120;3;2;1936;4;False;True;True;False;G;G;False;True
2180;i19369003757387;https://www.habitaclia.com/alquiler-apartamento-luminoso_les_corts-barcelona-i19369003757387.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;1250;08-04-2020;90;4;2;;1;False;True;False;False;G;G;False;False
2181;i1921003656817;https://www.habitaclia.com/alquiler-piso-con_parking_incluido_les_corts-barcelona-i1921003656817.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;2500;08-04-2020;123;5;3;;7;True;True;True;False;G;G;False;True
2182;i4679003682180;https://www.habitaclia.com/alquiler-piso-en_en_el_barri_gotic_c_flassaders_no_27_st_pere_sta_caterina_el_born-barcelona-i4679003682180.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1175;08-04-2020;75;2;;;;False;False;True;False;G;G;False;False
2183;i4292003640436;https://www.habitaclia.com/alquiler-piso-tipo_loft_con_trastero_y_pk_baix_guinardo-barcelona-i4292003640436.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Baix Guinardó;1300;08-04-2020;60;1;;2004;2;True;True;True;True;G;G;False;True
2184;i4077003715892;https://www.habitaclia.com/alquiler-apartamento-loft_1_hab_y_terraza_amueblado_calle_saragossa_4_putget_farro-barcelona-i4077003715892.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Putget - Farró;1150;08-04-2020;65;1;;2011;;False;False;True;False;G;G;False;True
2185;i12826003679156;https://www.habitaclia.com/alquiler-duplex-genova_guinardo-barcelona-i12826003679156.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;duplex;barcelona;barcelona;Guinardó;950;08-04-2020;55;1;2;2006;1;True;True;True;True;E;E;False;True
2186;i4807001878915;https://www.habitaclia.com/alquiler-piso-sant_fructuos_font_de_la_guatlla-barcelona-i4807001878915.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Font de la Guatlla;875;08-04-2020;50;1;;;;False;True;True;True;E;E;False;True
2187;i6379003633948;https://www.habitaclia.com/alquiler-piso-semi_nuevo_lesseps_vallcarca_penitents-barcelona-i6379003633948.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vallcarca - Penitents;1200;08-04-2020;90;3;2;2012;2;False;True;True;False;G;G;False;True
2188;i5880003769433;https://www.habitaclia.com/alquiler-piso-totalmente_reformado_hostafrancs-barcelona-i5880003769433.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Hostafrancs;1200;08-04-2020;65;3;;;1;False;True;True;False;G;G;False;True
2189;i586003705089;https://www.habitaclia.com/alquiler-piso-extreform_170_m2_pedralbes_pedralbes-barcelona-i586003705089.htm?pag=145&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;2200;08-04-2020;170;5;2;;2;False;True;True;True;G;G;False;True
2190;i20057003731822;https://www.habitaclia.com/alquiler-piso-de_140mtrs_en_calle_prim_centre-badalona-i20057003731822.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Centre;1299;08-04-2020;140;4;2;;1;False;False;False;False;G;G;False;False
2191;i27631003720623;https://www.habitaclia.com/alquiler-piso-ideal_estudiantes_sant_josep-hospitalet_de_llobregat-i27631003720623.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;hospitalet_de_llobregat;barcelona;Sant Josep;1250;08-04-2020;90;4;;1971;11;False;False;True;False;G;G;False;True
2192;i3630003729421;https://www.habitaclia.com/alquiler-piso-villa_olimpica_vistas_al_mar_vila_olimpica-barcelona-i3630003729421.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila Olímpica;1750;08-04-2020;112;3;2;1992;4;True;True;False;True;E;E;False;True
2193;i6387003695797;https://www.habitaclia.com/alquiler-piso-con_chimenea_dreta_de_l_eixample-barcelona-i6387003695797.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1550;08-04-2020;80;3;2;;6;False;True;False;False;G;G;False;True
2194;i5976001695427;https://www.habitaclia.com/alquiler-piso-disponible_ya_2dorm_ascensor_gotic-barcelona-i5976001695427.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;900;08-04-2020;65;2;;1995;2;False;True;True;False;G;G;False;True
2195;i5266003724179;https://www.habitaclia.com/alquiler-piso-en_en_cgirona_dreta_de_l_eixample-barcelona-i5266003724179.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1100;08-04-2020;85;3;2;1969;2;False;False;False;False;G;G;False;True
2196;i4198003727627;https://www.habitaclia.com/alquiler-piso-luminoso_reformado_y_terraz_putget_farro-barcelona-i4198003727627.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Putget - Farró;1000;08-04-2020;42;2;;;1;False;False;True;False;D;D;False;False
2197;i2023003734162;https://www.habitaclia.com/alquiler-piso-vivienda_con_parking_sant_gervasi_galvany-barcelona-i2023003734162.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1800;08-04-2020;106;3;2;1983;1;True;True;True;True;G;G;False;True
2198;i21421003717165;https://www.habitaclia.com/alquiler-piso-sarria_sant_gervasi_putget_farro_1450_euros_putget_farro-barcelona-i21421003717165.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Putget - Farró;1450;08-04-2020;98;4;;;2;False;False;False;True;E;E;False;True
2199;i23759003761224;https://www.habitaclia.com/alquiler-apartamento-sant_antoni-barcelona-i23759003761224.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Antoni;740;08-04-2020;45;1;;;4;False;True;True;False;G;G;False;False
2200;i1225003664508;https://www.habitaclia.com/alquiler-piso-en_calle_tiro_tiro_6_sant_genis_dels_agudells-barcelona-i1225003664508.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Genís dels Agudells;900;08-04-2020;78;3;2;;4;False;False;False;True;F;F;False;True
2201;i305001420053;https://www.habitaclia.com/alquiler-casa-estilo_rustico_vallvidrera_tibidabo_les_planes-barcelona-i305001420053.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Vallvidrera - Tibidabo - Les Planes;1400;08-04-2020;111;3;2;1960;;True;True;True;False;G;G;False;False
2202;i531205767117;https://www.habitaclia.com/alquiler-duplex-de_66m2_en_el_camp_d_en_grassot_camp_d_en_grassot_gracia_n-barcelona-i531205767117.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;duplex;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1100;08-04-2020;66;2;;2007;1;False;True;True;True;G;E;False;True
2203;i531205766774;https://www.habitaclia.com/alquiler-chalet-con_4_habitaciones_parking_y_piscina_vallcarca_penitents-barcelona-i531205766774.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Vallcarca - Penitents;3800;08-04-2020;238;4;4;1950;;True;True;True;True;F;F;False;False
2204;i4737003678996;https://www.habitaclia.com/alquiler-apartamento-sin_amueblar_sant_gervasi_bonanova-barcelona-i4737003678996.htm?pag=146&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;2100;08-04-2020;180;5;3;;2;False;True;False;True;G;G;False;True
2205;i4737003721440;https://www.habitaclia.com/alquiler-apartamento-sin_amueblar_pedralbes-barcelona-i4737003721440.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;6794;08-04-2020;283;5;4;;3;True;True;True;True;G;G;False;True
2206;i4737003735297;https://www.habitaclia.com/alquiler-duplex-reformado_y_sin_amueblar_gotic-barcelona-i4737003735297.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;duplex;barcelona;barcelona;Gòtic;1400;08-04-2020;109;1;2;;;False;False;True;True;E;E;False;False
2207;i4737003697835;https://www.habitaclia.com/alquiler-casa-sin_amueblar_sant_gervasi_bonanova-barcelona-i4737003697835.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Sant Gervasi - Bonanova;8275;08-04-2020;389;4;5;;;True;True;True;True;G;G;False;True
2208;i4737003743053;https://www.habitaclia.com/alquiler-casa-amueblado_horta-barcelona-i4737003743053.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Horta;3100;08-04-2020;160;4;3;;;True;True;True;False;G;G;False;False
2209;i4737003743408;https://www.habitaclia.com/alquiler-apartamento-sin_amueblar_pedralbes-barcelona-i4737003743408.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;2200;08-04-2020;170;2;3;;8;True;True;True;True;E;E;False;True
2210;i4737003745140;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_terraza_sant_gervasi_galvany-barcelona-i4737003745140.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1800;08-04-2020;85;2;2;;1;False;True;True;False;G;G;False;True
2211;i4737003760705;https://www.habitaclia.com/alquiler-apartamento-piso_reformado_con_gran_terraza_sant_gervasi_galvany-barcelona-i4737003760705.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;5000;08-04-2020;225;4;3;1950;;True;True;True;True;G;G;False;True
2212;i4737003769122;https://www.habitaclia.com/alquiler-piso-con_piscina_comunitaria_pedralbes-barcelona-i4737003769122.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;5300;08-04-2020;285;5;5;;2;True;True;True;False;E;D;False;True
2213;i4737003767904;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_terraza_y_piscina_st_pere_sta_caterina_el_born-barcelona-i4737003767904.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;6000;08-04-2020;150;3;2;;2;False;True;True;False;D;D;False;True
2214;i4737003768176;https://www.habitaclia.com/alquiler-piso-reformado_y_totalmente_equipado_st_pere_sta_caterina_el_born-barcelona-i4737003768176.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;4200;08-04-2020;105;2;2;1920;1;False;True;True;False;G;G;False;True
2215;i4737003767328;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_balcon_vallcarca_penitents-barcelona-i4737003767328.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vallcarca - Penitents;1350;08-04-2020;61;2;;;1;False;True;True;False;G;G;False;True
2216;i4737003765135;https://www.habitaclia.com/alquiler-piso-de_5_habitaciones_tres_torres-barcelona-i4737003765135.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Tres Torres;4650;08-04-2020;280;5;5;1975;3;True;True;True;True;G;G;False;True
2217;i3649003762803;https://www.habitaclia.com/alquiler-atico-con_terraza_de_50_m2_putget_farro-barcelona-i3649003762803.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Putget - Farró;1500;08-04-2020;80;2;;;5;False;True;True;False;G;G;False;True
2218;i3792003757894;https://www.habitaclia.com/alquiler-duplex-se_alquila_en_poble_nou_poblenou-barcelona-i3792003757894.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;duplex;barcelona;barcelona;Poblenou;1300;08-04-2020;106;3;2;;;False;False;False;False;G;G;False;False
2219;i4975003169386;https://www.habitaclia.com/alquiler-casa-villa_de_450_m2_en_en_vallvidrera_vallvidrera_tibidabo_les_planes-barcelona-i4975003169386.htm?pag=147&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Vallvidrera - Tibidabo - Les Planes;3800;08-04-2020;450;6;6;;;True;True;True;True;;;False;True
2220;i4975003170218;https://www.habitaclia.com/alquiler-casa-con_500_m2_de_jardin_en_en_gracia_vila_de_gracia-barcelona-i4975003170218.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Vila de Gràcia;4600;08-04-2020;430;5;3;;;True;True;False;True;G;G;False;False
2221;i4975003170533;https://www.habitaclia.com/alquiler-casa-con_35_m2_de_terraza_en_en_vila_olimpica_vila_olimpica-barcelona-i4975003170533.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Vila Olímpica;2450;08-04-2020;160;4;3;;;True;True;True;True;;;False;False
2222;i10858003753475;https://www.habitaclia.com/alquiler-piso-junto_paseo_de_gracia_dreta_de_l_eixample-barcelona-i10858003753475.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2845;08-04-2020;230;6;2;;3;False;True;True;True;D;D;False;True
2223;i3683003583505;https://www.habitaclia.com/alquiler-piso-sin_gastos_de_agencia_la_verneda_la_pau-barcelona-i3683003583505.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;La Verneda - La Pau;895;08-04-2020;60;3;;1963;3;False;False;False;True;E;E;False;True
2224;i3846003755490;https://www.habitaclia.com/alquiler-piso-equipado_junto_a_la_rambla_poblenou-barcelona-i3846003755490.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poblenou;1300;08-04-2020;85;3;2;1910;1;False;True;True;False;G;G;False;True
2225;i4679003682142;https://www.habitaclia.com/alquiler-piso-en_en_la_dreta_de_leixample_c_padilla_no_327_sagrada_familia-barcelona-i4679003682142.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sagrada Família;1300;08-04-2020;100;4;2;;;False;True;True;True;G;G;False;True
2226;i538003729690;https://www.habitaclia.com/alquiler-piso-equipado_con_ascensordisponible_camp_d_en_grassot_gracia_n-barcelona-i538003729690.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1250;08-04-2020;75;3;;;3;False;True;True;False;G;G;False;True
2227;i538003735439;https://www.habitaclia.com/alquiler-atico-temporal_en_putxet_putget_farro-barcelona-i538003735439.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Putget - Farró;1040;08-04-2020;70;3;;;5;False;False;True;False;C;C;False;True
2228;i305000678014;https://www.habitaclia.com/alquiler-piso-comunicacion_y_vistas_vallvidrera_tibidabo_les_planes-barcelona-i305000678014.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vallvidrera - Tibidabo - Les Planes;2300;08-04-2020;140;4;2;1988;4;True;True;False;True;;;False;True
2229;i27861003752911;https://www.habitaclia.com/alquiler-piso-amueblado_sant_ramon_maternitat-barcelona-i27861003752911.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Ramon - Maternitat;1450;08-04-2020;89;2;2;;4;False;True;True;False;E;E;False;True
2230;i27861003733554;https://www.habitaclia.com/alquiler-piso-con_terraza_provenc_als_del_poblenou-barcelona-i27861003733554.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Provençals del Poblenou;2850;08-04-2020;145;3;2;;6;True;True;True;False;E;E;False;True
2231;i586003761418;https://www.habitaclia.com/alquiler-apartamento-equipado_y_suministros_incluidos_llefia-badalona-i586003761418.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Llefià;900;08-04-2020;50;2;;;2;False;True;True;False;G;G;False;False
2232;i586003607367;https://www.habitaclia.com/alquiler-piso-en_zona_muy_bien_comunicada_sants-barcelona-i586003607367.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sants;1170;08-04-2020;82;3;2;1971;;False;False;False;True;G;G;False;True
2233;i4737003760852;https://www.habitaclia.com/alquiler-apartamento-atico_con_terraza_de_30_m2_sant_gervasi_galvany-barcelona-i4737003760852.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;3500;08-04-2020;150;4;2;;6;False;True;True;True;E;E;False;True
2234;i4737003762539;https://www.habitaclia.com/alquiler-piso-reformado_de_2_habitaciones_st_pere_sta_caterina_el_born-barcelona-i4737003762539.htm?pag=148&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1500;08-04-2020;80;2;3;1900;1;False;True;True;True;E;D;False;False
2235;i4737003762186;https://www.habitaclia.com/alquiler-atico-amueblado_a_estrenar_gotic-barcelona-i4737003762186.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Gòtic;2400;08-04-2020;110;2;2;;4;False;True;False;False;A;A;False;True
2236;i4737003744369;https://www.habitaclia.com/alquiler-apartamento-amueblado_raval-barcelona-i4737003744369.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;2200;08-04-2020;103;3;3;;2;False;False;True;False;E;E;False;False
2237;i12118003314011;https://www.habitaclia.com/alquiler-piso-en_buen_estado_con_plaza_de_parking_sant_gervasi_galvany-barcelona-i12118003314011.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1850;08-04-2020;106;2;2;1983;;True;True;True;True;G;G;False;True
2238;i11446003715404;https://www.habitaclia.com/alquiler-apartamento-muy_tranquilo_calle_escorial_l_124_camp_d_en_grassot_gracia_n-barcelona-i11446003715404.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1300;08-04-2020;86;3;;;;False;True;True;False;E;D;False;True
2239;i5427003730872;https://www.habitaclia.com/alquiler-piso-en_sin_muebles_les_corts-barcelona-i5427003730872.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;1100;08-04-2020;73;2;;;;False;True;True;True;G;G;False;True
2240;i12116002942754;https://www.habitaclia.com/alquiler-piso-vila_de_gracia-barcelona-i12116002942754.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila de Gràcia;950;08-04-2020;60;3;;1951;2;False;True;False;True;G;G;False;True
2241;i4737003771006;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_terraza_camp_de_l_arpa-barcelona-i4737003771006.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp de l´Arpa;1500;08-04-2020;70;3;;;5;False;False;True;False;E;E;False;True
2242;i4236003644375;https://www.habitaclia.com/alquiler-piso-dreta_de_l_eixample-barcelona-i4236003644375.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;3000;08-04-2020;111;3;2;;2;False;True;True;False;G;G;False;True
2243;i586003748524;https://www.habitaclia.com/alquiler-piso-alto_y_muy_luminoso_camp_d_en_grassot_gracia_n-barcelona-i586003748524.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1190;08-04-2020;70;3;2;1975;6;False;True;True;True;D;D;False;True
2244;i1916003704329;https://www.habitaclia.com/alquiler-duplex-badal-barcelona-i1916003704329.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;duplex;barcelona;barcelona;Badal;1300;08-04-2020;107;2;2;2019;;False;True;False;True;G;G;False;True
2245;i1283002329278;https://www.habitaclia.com/alquiler-piso-vivienda_de_4_hab_en_eix_dret_calle_casp_127_fort_pienc-barcelona-i1283002329278.htm?pag=149&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Fort Pienc;1280;08-04-2020;106;4;2;;2;False;True;False;True;E;D;False;True
