idx;Id;Url;TipusOferta;TipusImmoble;Municipi;Provincia;Zona;PreuActual;DataOferta;Sup_m2;NumHabitacions;NumBanys;AnyConstruccio;Planta;Parking;Calefaccio;AC;Moblat;EficienciaEnergetica;ClasseEmissions;Jardi;Ascensor
13;i4737003731018;https://www.habitaclia.com/alquiler-apartamento-reformado_y_sin_amueblar_sant_gervasi_bonanova-barcelona-i4737003731018.htm?f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;1200;08-04-2020;62;2;2;;;False;True;False;True;E;E;False;True
14;i19295003752099;https://www.habitaclia.com/alquiler-apartamento-diseno_puro_calle_lleo_8_raval-barcelona-i19295003752099.htm?f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;850;08-04-2020;50;1;;2000;2;False;True;True;False;C;C;False;False
15;i8166003732349;https://www.habitaclia.com/alquiler-piso-exclusivo_de_lujo_en_sant_gervasi_tres_torres-barcelona-i8166003732349.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Tres Torres;6000;08-04-2020;350;6;4;1979;;True;True;True;True;E;E;False;True
16;i11172003718768;https://www.habitaclia.com/alquiler-piso-en_el_centro_de_calle_estruc_32_gotic-barcelona-i11172003718768.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1300;08-04-2020;60;1;2;1979;1;False;True;True;False;D;C;False;False
17;i8166003731609;https://www.habitaclia.com/alquiler-piso-preciosa_vivienda_en_el_eixample_esquerra_alta_de_l_eixample-barcelona-i8166003731609.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1850;08-04-2020;100;3;3;;;False;True;True;True;;;False;True
18;i8166003732543;https://www.habitaclia.com/alquiler-piso-exclusivo_a_reformar_en_putxet_putget_farro-barcelona-i8166003732543.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Putget - Farró;1200;08-04-2020;134;4;;1948;;False;False;True;True;E;E;False;True
19;i2948003763597;https://www.habitaclia.com/alquiler-atico-esquerra_alta_de_l_eixample-barcelona-i2948003763597.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Esquerra Alta de l´Eixample;1350;08-04-2020;45;1;2;;6;False;False;True;True;G;G;False;True
20;i8166003733914;https://www.habitaclia.com/alquiler-atico-exclusivo_y_lujoso_piso_unico_en_galvany_sant_gervasi_galvany-barcelona-i8166003733914.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Sant Gervasi - Galvany;12000;08-04-2020;350;4;2;1933;;False;True;True;False;E;E;False;True
21;i8166003733885;https://www.habitaclia.com/alquiler-piso-amplio_y_comodo_en_placa_castello_sant_gervasi_galvany-barcelona-i8166003733885.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;5000;08-04-2020;311;3;3;1966;;True;True;True;True;E;D;False;True
22;i672001759190;https://www.habitaclia.com/alquiler-piso-via_augusta_349_355_via_augusta_349_355_sarria-barcelona-i672001759190.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;1742;08-04-2020;62;1;;;;False;False;False;False;;;False;False
23;i12826002783090;https://www.habitaclia.com/alquiler-piso-rios_rosas_putget_farro-barcelona-i12826002783090.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Putget - Farró;1650;08-04-2020;100;4;3;;5;False;True;False;True;E;E;False;True
24;i8166003731668;https://www.habitaclia.com/alquiler-piso-excelente_amueblado_en_eixample_esquerra_alta_de_l_eixample-barcelona-i8166003731668.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1650;08-04-2020;97;2;2;1977;;False;True;True;False;G;D;False;True
25;i1762001998927;https://www.habitaclia.com/alquiler-atico-con_terraza_y_vistas_antonio_lopez_6_gotic-barcelona-i1762001998927.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Gòtic;1400;08-04-2020;45;1;;2001;6;False;True;True;False;G;G;False;True
26;i8166003731756;https://www.habitaclia.com/alquiler-piso-fantastica_propiedad_en_plaza_universitat_raval-barcelona-i8166003731756.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;2100;08-04-2020;85;3;;1900;;False;True;True;False;D;E;False;False
27;i12826003761125;https://www.habitaclia.com/alquiler-piso-joan_de_borbo_barceloneta-barcelona-i12826003761125.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Barceloneta;1250;08-04-2020;76;2;;;1;False;True;True;True;G;G;False;True
28;i28366000000072;https://www.habitaclia.com/alquiler-piso-en_en_el_barri_gotic_barceloneta-barcelona-i28366000000072.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Barceloneta;850;08-04-2020;35;1;;;;False;True;True;False;C;C;False;False
29;i4737003754079;https://www.habitaclia.com/alquiler-apartamento-2_habitaciones_y_sin_amueblar_putget_farro-barcelona-i4737003754079.htm?pag=1&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Putget - Farró;1350;08-04-2020;75;2;2;1950;2;False;True;False;True;E;F;False;True
30;i4190003644252;https://www.habitaclia.com/alquiler-piso-trias_i_giro_pedralbes_les_corts_pedralbes-barcelona-i4190003644252.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;2200;08-04-2020;176;4;3;1981;2;True;True;True;True;G;G;False;True
31;i5158003734828;https://www.habitaclia.com/alquiler-piso-alegre_y_comodo_tres_torres-barcelona-i5158003734828.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Tres Torres;2150;08-04-2020;140;3;3;1999;2;True;True;True;True;G;G;False;True
32;i20330003691966;https://www.habitaclia.com/alquiler-apartamento-obra_nueva_con_piscina_propia_sarria-barcelona-i20330003691966.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;2748;08-04-2020;89;2;2;2019;;False;True;True;True;A;B;False;True
33;i3566003634797;https://www.habitaclia.com/alquiler-piso-con_terraza_en_el_gotico_gotic-barcelona-i3566003634797.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1200;08-04-2020;57;2;;1936;4;False;True;True;True;D;D;False;False
34;i5158003740848;https://www.habitaclia.com/alquiler-apartamento-alto_alegre_sol_y_a_estrenar_tres_torres-barcelona-i5158003740848.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Tres Torres;3000;08-04-2020;163;4;3;1977;5;True;True;True;True;G;G;False;True
35;i5158003710148;https://www.habitaclia.com/alquiler-piso-alegre_y_luminoso_plaza_espana_sant_antoni-barcelona-i5158003710148.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Antoni;1550;08-04-2020;94;3;2;;5;False;True;False;False;G;G;False;True
36;i1042003740156;https://www.habitaclia.com/alquiler-piso-oportunidad_en_sants_montjuic_badal-barcelona-i1042003740156.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Badal;1100;08-04-2020;70;2;;1966;1;False;True;False;False;G;G;False;True
37;i8166003732358;https://www.habitaclia.com/alquiler-piso-maravilloso_en_gotic_gotic-barcelona-i8166003732358.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1850;08-04-2020;86;2;2;2019;;False;True;True;False;A;A;False;True
38;i5948002953775;https://www.habitaclia.com/alquiler-piso-magnifica_vivienda_en_turo_park_sant_gervasi_galvany-barcelona-i5948002953775.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;2950;08-04-2020;175;3;2;;1;False;True;True;False;G;G;False;True
39;i14881003727712;https://www.habitaclia.com/alquiler-piso-inmueble_exterior_con_mucha_luz_sant_gervasi_galvany-barcelona-i14881003727712.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;2200;08-04-2020;155;4;3;1939;5;False;True;True;True;E;D;False;True
40;i12826003552051;https://www.habitaclia.com/alquiler-piso-sagrada_familia_de_70m2_sagrada_familia-barcelona-i12826003552051.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sagrada Família;1250;08-04-2020;70;2;;;4;False;True;True;False;G;G;False;True
41;i2579003719715;https://www.habitaclia.com/alquiler-piso-a_estrenar_st_pere_sta_caterina_el_born-barcelona-i2579003719715.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1450;08-04-2020;72;2;2;1929;1;False;True;True;True;G;G;False;True
42;i1762001999341;https://www.habitaclia.com/alquiler-apartamento-exclusivo_oferta_plaza_antonio_lopez_6_gotic-barcelona-i1762001999341.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1200;08-04-2020;68;1;;2012;1;False;True;True;False;G;G;False;True
43;i8166003733104;https://www.habitaclia.com/alquiler-piso-impresionante_vivenda_con_terraza_en_gotico_gotic-barcelona-i8166003733104.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;4500;08-04-2020;249;4;4;1900;;False;True;True;False;E;E;False;True
44;i19369003746997;https://www.habitaclia.com/alquiler-apartamento-en_finca_regia_gotic-barcelona-i19369003746997.htm?pag=2&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;875;08-04-2020;70;1;;1900;1;False;True;True;False;G;G;False;False
45;i8166003732357;https://www.habitaclia.com/alquiler-apartamento-maravilloso_piso_en_gotic_gotic-barcelona-i8166003732357.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1650;08-04-2020;62;2;;2019;;False;True;True;False;A;A;False;True
46;i4737003738159;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_balcon_sant_gervasi_galvany-barcelona-i4737003738159.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;3200;08-04-2020;185;3;3;;5;False;True;True;False;E;D;False;True
47;i4585003701864;https://www.habitaclia.com/alquiler-piso-en_valencia_balmes_dreta_de_l_eixample-barcelona-i4585003701864.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1600;08-04-2020;110;2;2;1900;2;False;False;True;True;G;G;False;True
48;i28340003746465;https://www.habitaclia.com/alquiler-apartamento-luxury_designer_apt_concierge_calle_dausias_march_28_dreta_de_l_eixample-barcelona-i28340003746465.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;7200;08-04-2020;172;3;3;1905;1;False;True;True;False;A;A;False;True
49;i20031003754740;https://www.habitaclia.com/alquiler-piso-con_parking_en_la_salut-barcelona-i20031003754740.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;La Salut;1450;08-04-2020;98;3;2;195;;True;True;True;True;E;E;False;True
50;i586003744578;https://www.habitaclia.com/alquiler-piso-sant_ramon_maternitat-barcelona-i586003744578.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Ramon - Maternitat;1550;08-04-2020;110;3;2;;4;True;True;True;True;G;F;False;True
51;i5257003745342;https://www.habitaclia.com/alquiler-piso-centro_bcn_reformado_amueblado_ronda_universitat_16_dreta_de_l_eixample-barcelona-i5257003745342.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2100;08-04-2020;115;2;2;2018;1;False;True;True;False;G;F;False;True
52;i4369003761601;https://www.habitaclia.com/alquiler-piso-2_habitaciones_dobles_sant_gervasi_galvany-barcelona-i4369003761601.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1400;08-04-2020;75;2;;;6;False;True;True;True;G;G;False;True
53;i2899003720767;https://www.habitaclia.com/alquiler-piso-junto_a_los_cines_sarria_ronda_general_mitre_40_tres_torres-barcelona-i2899003720767.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Tres Torres;2600;08-04-2020;135;4;3;;8;True;True;True;True;E;E;False;True
54;i1958003764198;https://www.habitaclia.com/alquiler-piso-fantastico_sagues_sant_gervasi_galvany-barcelona-i1958003764198.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1300;08-04-2020;82;2;;;3;False;True;True;True;G;F;False;True
55;i20330003752670;https://www.habitaclia.com/alquiler-piso-gran_terraza_obra_nueva_sarria-barcelona-i20330003752670.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;4128;08-04-2020;116;3;2;2019;3;False;True;True;True;A;B;False;True
56;i4737003117955;https://www.habitaclia.com/alquiler-piso-amueblado_y_con_piscina_dreta_de_l_eixample-barcelona-i4737003117955.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1850;08-04-2020;70;2;;;5;False;True;True;False;A;A;False;True
57;i8306003388326;https://www.habitaclia.com/alquiler-piso-completamente_reformado_gotic-barcelona-i8306003388326.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1700;08-04-2020;110;2;2;1900;1;False;True;True;True;E;E;False;True
58;i2662003751496;https://www.habitaclia.com/alquiler-piso-en_en_de_260_m2_pedralbes-barcelona-i2662003751496.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;4500;08-04-2020;260;4;4;;2;True;False;True;True;G;G;False;True
59;i14881003747660;https://www.habitaclia.com/alquiler-atico-exclusivo_en_gran_d_gracia_vila_de_gracia-barcelona-i14881003747660.htm?pag=3&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Vila de Gràcia;2190;08-04-2020;70;2;2;1975;7;True;True;True;True;G;G;False;True
60;i2899003725902;https://www.habitaclia.com/alquiler-piso-luminosa_y_reformada_calle_ganduxer_5_sant_gervasi_galvany-barcelona-i2899003725902.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;2750;08-04-2020;157;3;3;;7;True;True;True;True;E;E;False;True
61;i14090003700459;https://www.habitaclia.com/alquiler-piso-con_piscina_y_parking_calle_ramon_turro_40_vila_olimpica-barcelona-i14090003700459.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila Olímpica;2200;08-04-2020;120;4;2;2004;3;True;True;True;False;G;G;False;True
62;i10636003564488;https://www.habitaclia.com/alquiler-casa_pareada-gran_casa_en_a_los_pies_vallcarca_penitents-barcelona-i10636003564488.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Vallcarca - Penitents;2350;08-04-2020;215;3;3;197;3;True;True;True;True;E;E;False;False
63;i14881003206509;https://www.habitaclia.com/alquiler-piso-en_tuset_con_amplio_salon_sant_gervasi_galvany-barcelona-i14881003206509.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1750;08-04-2020;119;2;2;1968;6;False;True;True;True;E;D;False;True
64;i3050003691313;https://www.habitaclia.com/alquiler-piso-con_vistas_pedralbes-barcelona-i3050003691313.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;2500;08-04-2020;181;4;3;1987;;True;True;True;True;F;E;False;False
65;i2899003749714;https://www.habitaclia.com/alquiler-piso-muy_luminoso_calle_xifre_113_camp_de_l_arpa-barcelona-i2899003749714.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp de l´Arpa;1175;08-04-2020;72;2;;;1;True;True;True;True;E;E;False;True
66;i4737003667780;https://www.habitaclia.com/alquiler-apartamento-reformado_y_sin_amueblar_les_corts-barcelona-i4737003667780.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;4000;08-04-2020;170;4;3;;6;True;True;True;True;G;G;False;True
67;i2875003593450;https://www.habitaclia.com/alquiler-piso-a_estrenar_sant_gervasi_bonanova-barcelona-i2875003593450.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;1850;08-04-2020;115;3;2;1966;1;False;True;True;True;E;E;False;False
68;i26327003717385;https://www.habitaclia.com/alquiler-piso-mejor_zona_del_eixample_dreta_de_l_eixample-barcelona-i26327003717385.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1450;08-04-2020;137;4;;1960;2;False;True;True;True;E;E;False;True
69;i3741003372436;https://www.habitaclia.com/alquiler-piso-con_vistas_a_casa_batllo_dreta_de_l_eixample-barcelona-i3741003372436.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;5000;08-04-2020;180;3;3;;6;False;True;True;False;E;E;False;True
70;i19295003429762;https://www.habitaclia.com/alquiler-apartamento-paseig_de_gracia_torrents_de_l_olla_3_vila_de_gracia-barcelona-i19295003429762.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila de Gràcia;1500;08-04-2020;110;3;2;1919;3;False;True;True;False;D;D;False;True
71;i3097003750569;https://www.habitaclia.com/alquiler-piso-dreta_de_l_eixample-barcelona-i3097003750569.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2845;08-04-2020;230;;;;3;False;True;True;True;D;D;False;True
72;i2078003740200;https://www.habitaclia.com/alquiler-piso-semi_nuevo_en_el_parallel_poble_sec-barcelona-i2078003740200.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poble Sec;1190;08-04-2020;89;2;;;1;False;True;True;False;E;E;False;True
73;i9863003748295;https://www.habitaclia.com/alquiler-piso-tranquilo_calle_riu_de_lor_32_sarria-barcelona-i9863003748295.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;1200;08-04-2020;72;2;;1960;1;False;True;False;True;G;G;False;True
74;i2899003632274;https://www.habitaclia.com/alquiler-apartamento-sin_gastos_de_agencia_calle_ferlandina_29_raval-barcelona-i2899003632274.htm?pag=4&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;950;08-04-2020;60;1;;;5;False;True;True;True;D;D;False;True
75;i8166003731820;https://www.habitaclia.com/alquiler-piso-apartamento_clasico_en_la_calle_banys_nous_gotic-barcelona-i8166003731820.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;2100;08-04-2020;126;3;2;;;False;True;False;True;D;D;False;True
76;i538001957105;https://www.habitaclia.com/alquiler-piso-junto_a_la_rambla_ascensor_raval-barcelona-i538001957105.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;760;08-04-2020;40;1;;2006;5;False;True;False;False;E;E;False;True
77;i8166003731672;https://www.habitaclia.com/alquiler-piso-bonito_sin_muebles_con_parking_eixample_esquerra_baixa_de_l_eixample-barcelona-i8166003731672.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Baixa de l´Eixample;1600;08-04-2020;106;4;2;1978;;True;True;False;True;E;E;False;True
78;i15217003751056;https://www.habitaclia.com/alquiler-piso-amueblado_2_habitaciones_calle_bruc_78_dreta_de_l_eixample-barcelona-i15217003751056.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1250;08-04-2020;71;2;;1900;4;False;True;False;False;G;G;False;True
79;i4455003747945;https://www.habitaclia.com/alquiler-piso-en_sant_antoni-barcelona-i4455003747945.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Antoni;1050;08-04-2020;58;1;;;7;False;True;True;False;E;E;False;True
80;i13242000000121;https://www.habitaclia.com/alquiler-piso-con_ascensor_calefaccion_aire_acondicionado_y_vistas_al_m_calle_del_telegraf_20_guinardo-barcelona-i13242000000121.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Guinardó;1150;08-04-2020;50;1;;2019;;False;True;True;False;B;B;False;True
81;i28366000000002;https://www.habitaclia.com/alquiler-piso-en_en_el_baix_guinardo_baix_guinardo-barcelona-i28366000000002.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Baix Guinardó;1300;08-04-2020;87;3;2;;;False;True;False;False;G;G;False;False
82;i8166003731889;https://www.habitaclia.com/alquiler-piso-luminoso_y_bohemio_amueblado_en_born_st_pere_sta_caterina_el_born-barcelona-i8166003731889.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;2090;08-04-2020;102;2;;1936;;False;True;True;False;E;D;False;False
83;i2805003762290;https://www.habitaclia.com/alquiler-piso-vivienda_2terrazas_2banos_centre-hospitalet_de_llobregat-i2805003762290.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;hospitalet_de_llobregat;barcelona;Centre;1300;08-04-2020;105;4;2;1993;1;False;True;True;False;G;G;False;True
84;i5329003772732;https://www.habitaclia.com/alquiler-piso-ideal_familias_la_verneda_la_pau-barcelona-i5329003772732.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;La Verneda - La Pau;850;08-04-2020;80;3;;;6;False;True;False;True;E;E;False;True
85;i6420003691201;https://www.habitaclia.com/alquiler-piso-en_sant_gervasi_sant_gervasi_bonanova-barcelona-i6420003691201.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;3950;08-04-2020;210;5;3;;;False;True;True;False;G;G;False;True
86;i8166003733125;https://www.habitaclia.com/alquiler-apartamento-lujoso_piso_de_diseno_junto_al_mar_barceloneta-barcelona-i8166003733125.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Barceloneta;3000;08-04-2020;75;2;2;2016;;False;True;True;False;E;D;False;True
87;i8166003733101;https://www.habitaclia.com/alquiler-piso-ideal_para_vivienda_y_despacho_dreta_de_l_eixample-barcelona-i8166003733101.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;3800;08-04-2020;304;5;2;1886;;False;False;True;True;E;F;False;True
88;i8166003731587;https://www.habitaclia.com/alquiler-piso-magnifico_reformado_en_sant_gervasi_sant_gervasi_galvany-barcelona-i8166003731587.htm?pag=5&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;3500;08-04-2020;250;3;3;;;False;True;False;True;;;False;True
