idx;Id;Url;TipusOferta;TipusImmoble;Municipi;Provincia;Zona;PreuActual;DataOferta;Sup_m2;NumHabitacions;NumBanys;AnyConstruccio;Planta;Parking;Calefaccio;AC;Moblat;EficienciaEnergetica;ClasseEmissions;Jardi;Ascensor
3849;i500002664303;https://www.habitaclia.com/alquiler-piso-reformado_en_una_de_las_mejores_zonas_rambla_catalunya_8_dreta_de_l_eixample-barcelona-i500002664303.htm?pag=256&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1300;26-04-2020;45;1;;;6;False;True;True;False;G;G;False;True
3850;i2129003063240;https://www.habitaclia.com/alquiler-piso-en_en_la_nova_equerra_de_l_eixample_sants-barcelona-i2129003063240.htm?pag=256&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sants;1010;26-04-2020;48;1;;1934;;False;False;False;True;F;E;False;False
3851;i14760003327692;https://www.habitaclia.com/alquiler-piso-en_en_les_corts_les_corts-barcelona-i14760003327692.htm?pag=256&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;1900;26-04-2020;110;3;2;;;False;True;True;False;;;False;True
3852;i14760003327883;https://www.habitaclia.com/alquiler-piso-en_en_la_dreta_de_leixample_dreta_de_l_eixample-barcelona-i14760003327883.htm?pag=256&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1250;26-04-2020;75;2;;;;False;True;True;False;;;False;True
3853;i14760003327903;https://www.habitaclia.com/alquiler-piso-en_en_el_raval_raval-barcelona-i14760003327903.htm?pag=256&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;1100;26-04-2020;60;2;;;;False;True;False;False;;;False;False
3854;i11613000014450;https://www.habitaclia.com/alquiler-piso-en_en_les_corts_sant_ramon_maternitat-barcelona-i11613000014450.htm?pag=256&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Ramon - Maternitat;1300;26-04-2020;85;3;;;;False;True;True;False;G;G;False;True
3855;i28366000000101;https://www.habitaclia.com/alquiler-atico-en_en_el_putxet_el_farro_sant_gervasi_galvany-barcelona-i28366000000101.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Sant Gervasi - Galvany;1000;26-04-2020;42;1;;;;False;True;True;False;A;A;False;True
3856;i27886000000073;https://www.habitaclia.com/alquiler-piso-en_en_el_raval_raval-barcelona-i27886000000073.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;1200;26-04-2020;77;2;;;;False;False;True;False;G;G;False;True
3857;i27974000000091;https://www.habitaclia.com/alquiler-piso-en_en_la_dreta_de_leixample_dreta_de_l_eixample-barcelona-i27974000000091.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2000;26-04-2020;90;2;;;;False;True;False;False;G;E;False;True
3858;i21241000002809;https://www.habitaclia.com/alquiler-piso-oportunidad_bajo_interior_reformado_de_35m2_ideal_para_pareja_sant_antoni-barcelona-i21241000002809.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Antoni;770;26-04-2020;35;1;;1900;;False;True;True;False;G;G;False;False
3859;i21241000002802;https://www.habitaclia.com/alquiler-piso-moderno_de_60m2_con_2_habitaciones_dobles_1_bano_completo_poblenou-barcelona-i21241000002802.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poblenou;1100;26-04-2020;60;2;;1950;;False;False;False;False;E;F;False;True
3860;i21241000002774;https://www.habitaclia.com/alquiler-piso-estudio_totalmente_amueblado_en_les_corts_con_terraza_y_vistas_a_les_corts-barcelona-i21241000002774.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;825;26-04-2020;35;1;;1977;;False;False;True;False;E;E;False;True
3861;i21241000002792;https://www.habitaclia.com/alquiler-piso-moderno_de_65m2_con_1_habitacion_doble_1_bano_totalmente_gotic-barcelona-i21241000002792.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1000;26-04-2020;65;1;;1860;;False;True;False;False;G;G;False;False
3862;i21241000002537;https://www.habitaclia.com/alquiler-piso-de_85m2_en_les_corts3_habitaciones_1_doble_y_2_individual_sant_ramon_maternitat-barcelona-i21241000002537.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Ramon - Maternitat;1300;26-04-2020;85;3;;1975;;False;True;False;False;G;G;False;True
3863;i9873002097192;https://www.habitaclia.com/alquiler-piso-luminoso_con_galeria_junto_a_arco_de_triunfo_dreta_de_l_eixample-barcelona-i9873002097192.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2300;26-04-2020;190;4;2;;;False;True;False;True;;;False;True
3864;i5266003746426;https://www.habitaclia.com/alquiler-piso-esquerra_baixa_de_l_eixample-barcelona-i5266003746426.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Baixa de l´Eixample;1600;26-04-2020;120;3;3;1972;21;False;True;True;True;G;G;False;True
3865;i5653003677821;https://www.habitaclia.com/alquiler-piso-a_1_minuto_del_hospital_clinico_esquerra_alta_de_l_eixample-barcelona-i5653003677821.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1450;26-04-2020;82;3;2;;4;False;True;True;True;G;G;False;True
3866;i14392003174974;https://www.habitaclia.com/alquiler-piso-perfectas_condiciones_para_entrar_a_vivir_raval-barcelona-i14392003174974.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;890;26-04-2020;60;1;;;;False;True;True;True;G;G;False;False
3867;i500003718428;https://www.habitaclia.com/alquiler-loft-bonito_en_el_poblenou_calle_lope_de_vega_poblenou-barcelona-i500003718428.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Poblenou;1350;26-04-2020;65;2;;;;False;True;False;False;;;False;True
3868;i3425002747686;https://www.habitaclia.com/alquiler-planta_baja-precioso_bajo_con_terraza_gorg-badalona-i3425002747686.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;otros;badalona;barcelona;Gorg;1890;26-04-2020;120;3;2;;;False;True;True;True;G;F;False;True
3869;i586003717886;https://www.habitaclia.com/alquiler-piso-carmel-barcelona-i586003717886.htm?pag=257&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Carmel;1250;26-04-2020;102;3;2;1972;;False;False;False;True;G;G;False;False
3870;i12206003666151;https://www.habitaclia.com/alquiler-piso-en_en_navas_navas-barcelona-i12206003666151.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Navas;800;26-04-2020;46;2;;;1;False;False;False;True;G;G;False;False
3871;i10944000005673;https://www.habitaclia.com/alquiler-piso-impresionante_en_zona_sant_gervasi_con_piscina_comunitaria_pedralbes-barcelona-i10944000005673.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;2574;26-04-2020;96;2;2;;1;True;True;True;False;D;D;False;True
3872;i5352001946363;https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_con_ascensor_sants-barcelona-i5352001946363.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sants;900;26-04-2020;70;2;;;;False;False;False;False;E;D;False;True
3873;i1532003724231;https://www.habitaclia.com/alquiler-piso-collblanc_centro_collblanc-hospitalet_de_llobregat-i1532003724231.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;hospitalet_de_llobregat;barcelona;Collblanc;850;26-04-2020;92;2;;1965;2;False;True;False;True;G;F;False;False
3874;i2376002555977;https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_gotic-barcelona-i2376002555977.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;800;26-04-2020;75;2;;;;False;False;False;True;E;E;False;False
3875;i2642003687410;https://www.habitaclia.com/alquiler-piso-cozy_cool_60m2_city_heart_passatge_de_valeri_serra_3_esquerra_baixa_de_l_eixample-barcelona-i2642003687410.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Baixa de l´Eixample;1090;26-04-2020;60;1;;1890;2;False;True;True;False;G;G;False;False
3876;i2662003751492;https://www.habitaclia.com/alquiler-atico-piso_en_en_de_84_m2_les_corts-barcelona-i2662003751492.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Les Corts;1500;26-04-2020;84;3;2;;4;False;False;True;True;G;G;False;True
3877;i586003764661;https://www.habitaclia.com/alquiler-piso-ideal_para_compartir_vila_de_gracia-barcelona-i586003764661.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila de Gràcia;1400;26-04-2020;110;4;;;3;False;True;True;False;G;G;False;True
3878;i1333003773718;https://www.habitaclia.com/alquiler-piso-exterior_soleado_st_pere_sta_caterina_el_born-barcelona-i1333003773718.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;850;26-04-2020;54;2;;;;False;True;False;True;G;G;False;False
3879;i3846003768323;https://www.habitaclia.com/alquiler-piso-poblenou-barcelona-i3846003768323.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poblenou;1150;26-04-2020;90;3;;;2;False;False;True;False;G;G;False;False
3880;i3846003758970;https://www.habitaclia.com/alquiler-piso-poblenou-barcelona-i3846003758970.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poblenou;1150;26-04-2020;90;3;;;2;False;False;True;False;G;G;False;False
3881;i10944000005401;https://www.habitaclia.com/alquiler-piso-impresionante_en_zona_sant_gervasi_con_zona_comunitaria_sarria-barcelona-i10944000005401.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;3899;26-04-2020;125;2;2;2019;3;True;True;True;False;A;B;False;True
3882;i8166003771294;https://www.habitaclia.com/alquiler-piso-precioso_de_2_dormitorios_junto_al_puerto_st_pere_sta_caterina_el_born-barcelona-i8166003771294.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1400;26-04-2020;51;2;2;;;False;True;True;False;C;B;False;True
3883;i586003730017;https://www.habitaclia.com/alquiler-piso-sant_antoni-barcelona-i586003730017.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Antoni;1155;26-04-2020;64;2;;1920;2;False;True;False;True;E;F;False;False
3884;i1916003675715;https://www.habitaclia.com/alquiler-planta_baja-badal-barcelona-i1916003675715.htm?pag=258&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Badal;1100;26-04-2020;92;1;2;2019;;False;True;False;True;G;G;False;True
3885;i500003773735;https://www.habitaclia.com/alquiler-piso-de_90m2_en_guinardo_zona_tranquila_calle_penyal_49_font_d_en_fargas-barcelona-i500003773735.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Font d´en Fargas;875;26-04-2020;90;3;2;;;False;False;False;False;G;G;False;False
3886;i2796003642650;https://www.habitaclia.com/alquiler-piso-les_corts-barcelona-i2796003642650.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;1100;26-04-2020;85;3;2;;2;False;False;False;True;G;G;False;True
3887;i2952003754813;https://www.habitaclia.com/alquiler-piso-sant_marti-barcelona-i2952003754813.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Martí;950;26-04-2020;77;2;;;6;False;False;False;False;E;E;False;True
3888;i4679003682136;https://www.habitaclia.com/alquiler-piso-en_en_sant_marti_de_provencals_c_concili_de_trento_no_78_sant_marti-barcelona-i4679003682136.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Martí;900;26-04-2020;60;1;;;;False;False;False;True;G;G;False;True
3889;i8166003771096;https://www.habitaclia.com/alquiler-piso-estupendo_y_luminoso_en_metro_joanic_guinardo-barcelona-i8166003771096.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Guinardó;1500;26-04-2020;62;3;;1930;;False;True;True;False;;;False;True
3890;i11446003756064;https://www.habitaclia.com/alquiler-loft-muy_tranquilo_calle_regent_mendieta_37_sant_ramon_maternitat-barcelona-i11446003756064.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Sant Ramon - Maternitat;700;26-04-2020;30;1;;;;False;False;False;False;C;E;False;True
3891;i9873002097036;https://www.habitaclia.com/alquiler-piso-acogedor_amueblado_en_la_zona_alta_de_sant_gervasi_galvany-barcelona-i9873002097036.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1300;26-04-2020;85;2;2;1954;;False;True;False;False;;;False;True
3892;i8166003732117;https://www.habitaclia.com/alquiler-piso-fantastico_duplex_amueblado_camp_d_en_grassot_gracia_n-barcelona-i8166003732117.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1850;26-04-2020;67;1;2;2018;;True;True;True;False;B;A;False;False
3893;i20330003622569;https://www.habitaclia.com/alquiler-piso-fantastico_con_3_parkings_sant_gervasi_bonanova-barcelona-i20330003622569.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;5021;26-04-2020;164;4;3;2000;1;True;True;True;True;C;C;False;True
3894;i19187003743533;https://www.habitaclia.com/alquiler-piso-en_sarria_de_3_habitaciones_calle_bonaplata_34_sarria-barcelona-i19187003743533.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;950;26-04-2020;52;3;;;1;False;False;False;False;G;G;False;False
3895;i21666000000012;https://www.habitaclia.com/alquiler-casa-torre_vivienda_pomaret_11_sant_gervasi_bonanova-barcelona-i21666000000012.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Sant Gervasi - Bonanova;9950;26-04-2020;850;;;1900;;False;False;False;False;E;E;False;False
3896;i3558003665972;https://www.habitaclia.com/alquiler-piso-muy_bien_comunicado_en_congres-badalona-i3558003665972.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Congrés;800;26-04-2020;71;3;;1968;2;False;False;False;True;G;G;False;False
3897;i500003699132;https://www.habitaclia.com/alquiler-piso-maxima_privacidad_paseo_llorenc_serra_8_centre-santa_coloma_de_gramenet-i500003699132.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;santa_coloma_de_gramenet;barcelona;Centre;1500;26-04-2020;176;4;2;1997;1;False;True;True;False;E;E;False;True
3898;i500003496791;https://www.habitaclia.com/alquiler-piso-alto_standing_con_vistas_al_mar_y_ciudad_calle_sancho_de_avila_19_glories_el_parc-barcelona-i500003496791.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Glòries El Parc;1750;26-04-2020;92;3;2;;2;True;True;True;False;G;G;False;True
3899;i586003717906;https://www.habitaclia.com/alquiler-piso-sagrada_familia-barcelona-i586003717906.htm?pag=259&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sagrada Família;1320;26-04-2020;115;4;2;1979;2;False;False;False;True;G;G;False;True
3900;i10944000005799;https://www.habitaclia.com/alquiler-piso-vivienda_semi_nueva_con_piscina_en_calle_providencia_camp_d_en_grassot_gracia_n-barcelona-i10944000005799.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1876;26-04-2020;90;3;2;2010;1;True;True;True;False;E;E;False;True
3901;i11613000014478;https://www.habitaclia.com/alquiler-piso-en_en_la_marina_del_port_parc_de_montjuic_la_marina_montjuic-barcelona-i11613000014478.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;La Marina-Montjuïc;1300;26-04-2020;95;3;2;;;False;True;True;True;G;G;False;True
3902;i21241000002660;https://www.habitaclia.com/alquiler-piso-de_110m2_en_eixample_tiene_4_habitaciones_1_bano_completo_sagrada_familia-barcelona-i21241000002660.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sagrada Família;1600;26-04-2020;110;4;;;;True;False;True;False;G;G;False;True
3903;i20330003600468;https://www.habitaclia.com/alquiler-piso-con_terraza_vistas_al_mar_sant_gervasi_bonanova-barcelona-i20330003600468.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;5954;26-04-2020;161;4;3;2000;1;True;True;True;True;A;A;False;True
3904;i21241000002790;https://www.habitaclia.com/alquiler-loft-reformado_de_35m2_en_sant_marti1_habitacion_doble_1_bano_camp_de_l_arpa-barcelona-i21241000002790.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Camp de l´Arpa;950;26-04-2020;35;1;;;;False;True;True;False;G;G;False;True
3905;i20330003600323;https://www.habitaclia.com/alquiler-piso-vistas_al_mar_pedralbes-barcelona-i20330003600323.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;7050;26-04-2020;224;4;4;2000;3;True;True;True;True;G;G;False;True
3906;i8166003771354;https://www.habitaclia.com/alquiler-apartamento-amueblado_en_villa_olimpica_vila_olimpica-barcelona-i8166003771354.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila Olímpica;1500;26-04-2020;85;2;;;;False;True;True;True;;;False;True
3907;i4974003679287;https://www.habitaclia.com/alquiler-piso-el_clot-barcelona-i4974003679287.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;El Clot;950;26-04-2020;60;1;;1924;1;False;True;False;False;E;E;False;True
3908;i4023003535944;https://www.habitaclia.com/alquiler-piso-totalmente_reformado_vilapicina_torre_llobeta-barcelona-i4023003535944.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vilapicina - Torre Llobeta;800;26-04-2020;65;3;;1975;1;False;False;True;False;G;G;False;False
3909;i8166003733246;https://www.habitaclia.com/alquiler-piso-bonito_apartamento_temporal_con_piscina_dreta_de_l_eixample-barcelona-i8166003733246.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2050;26-04-2020;70;2;;;;False;True;True;False;;;False;True
3910;i5821002626297;https://www.habitaclia.com/alquiler-piso-en_en_el_clot_el_clot-barcelona-i5821002626297.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;El Clot;895;26-04-2020;48;3;;;;False;False;False;True;G;G;False;True
3911;i13807000001076;https://www.habitaclia.com/alquiler-piso-en_en_la_dreta_de_leixample_sagrada_familia-barcelona-i13807000001076.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sagrada Família;1300;26-04-2020;95;4;2;;;False;True;True;True;;;False;True
3912;i14760003327904;https://www.habitaclia.com/alquiler-piso-en_en_la_vila_olimpica_del_poblenou_glories_el_parc-barcelona-i14760003327904.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Glòries El Parc;1350;26-04-2020;80;2;;;;False;False;True;False;G;G;False;True
3913;i14760003327859;https://www.habitaclia.com/alquiler-piso-en_en_la_dreta_de_leixample_camp_d_en_grassot_gracia_n-barcelona-i14760003327859.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1650;26-04-2020;69;1;;;;False;True;True;False;;;False;False
3914;i14760003327844;https://www.habitaclia.com/alquiler-piso-en_en_el_raval_raval-barcelona-i14760003327844.htm?pag=260&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;1000;26-04-2020;60;2;;;;False;False;False;False;A;A;False;True
3915;i14760003327810;https://www.habitaclia.com/alquiler-atico-en_en_la_vila_de_gracia_vila_de_gracia-barcelona-i14760003327810.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Vila de Gràcia;1500;26-04-2020;64;2;;;;False;True;True;False;E;E;False;True
3916;i15125003638662;https://www.habitaclia.com/alquiler-piso-en_venta_dreta_de_l_eixample-barcelona-i15125003638662.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;4000;26-04-2020;183;3;2;;2;False;False;False;True;G;G;False;True
3917;i14956003767041;https://www.habitaclia.com/alquiler-piso-cocina_y_bano_por_estrenar_calle_gelabert_21_les_corts-barcelona-i14956003767041.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;950;26-04-2020;55;3;;1920;3;False;False;False;True;G;G;False;True
3918;i96003694944;https://www.habitaclia.com/alquiler-piso-hospitalet_can_serra-hospitalet_de_llobregat-i96003694944.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;hospitalet_de_llobregat;barcelona;Can Serra;900;26-04-2020;59;2;;;;False;False;False;False;;;False;False
3919;i20330003619050;https://www.habitaclia.com/alquiler-casa-con_vistas_al_mar_sant_gervasi_bonanova-barcelona-i20330003619050.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Sant Gervasi - Bonanova;8275;26-04-2020;389;4;4;2000;;True;True;True;False;E;F;False;True
3920;i21241000002673;https://www.habitaclia.com/alquiler-piso-totalmente_amueblado_de_80_m2_con_3_habitaciones_1_es_un_s_sagrada_familia-barcelona-i21241000002673.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sagrada Família;1300;26-04-2020;80;3;2;;;False;True;True;False;G;G;False;True
3921;i28366000000040;https://www.habitaclia.com/alquiler-piso-en_en_la_nova_esquerra_de_leixample_sants-barcelona-i28366000000040.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sants;1300;26-04-2020;64;2;;;;True;False;False;False;G;G;False;True
3922;i28366000000074;https://www.habitaclia.com/alquiler-piso-en_en_la_nova_esquerra_de_leixample_esquerra_alta_de_l_eixample-barcelona-i28366000000074.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1200;26-04-2020;72;3;2;;;False;True;True;False;C;A;False;False
3923;i28617003774117;https://www.habitaclia.com/alquiler-apartamento-piso_nuevo_1_dormitorio_raval-barcelona-i28617003774117.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;800;26-04-2020;43;1;;;1;False;False;True;False;G;G;False;False
3924;i12206003359002;https://www.habitaclia.com/alquiler-piso-c_valencia_camp_de_l_arpa-barcelona-i12206003359002.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp de l´Arpa;1295;26-04-2020;65;3;;;1;False;False;False;True;E;E;False;False
3925;i9873002097811;https://www.habitaclia.com/alquiler-piso-impecable_amueblado_centrico_alto_con_vistas_y_muy_bien_d_gotic-barcelona-i9873002097811.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1300;26-04-2020;70;2;;;;False;True;False;False;;;False;True
3926;i762003737662;https://www.habitaclia.com/alquiler-estudio-cerca_del_paseo_maritimo_barceloneta-barcelona-i762003737662.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Barceloneta;726;26-04-2020;32;2;;1920;4;False;False;False;False;E;E;False;False
3927;i3909003759007;https://www.habitaclia.com/alquiler-piso-precioso_duplex_tipo_loft_raval-barcelona-i3909003759007.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;1500;26-04-2020;110;1;2;;;False;True;True;False;E;E;False;True
3928;i4197003054575;https://www.habitaclia.com/alquiler-piso-centre-badalona-i4197003054575.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Centre;1100;26-04-2020;110;3;;1957;1;False;True;True;False;G;G;False;True
3929;i21241000002648;https://www.habitaclia.com/alquiler-piso-de_80m2_en_graciatiene_4_habitaciones_2_dobles_y_2_individ_vila_de_gracia-barcelona-i21241000002648.htm?pag=261&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila de Gràcia;1400;26-04-2020;80;4;;1974;;False;False;False;False;G;G;False;False
3930;i21241000002751;https://www.habitaclia.com/alquiler-piso-de_52m2_en_ciutat_vella_2_habitaciones_dobles_1_bano_compl_raval-barcelona-i21241000002751.htm?pag=262&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;1050;26-04-2020;52;2;;1900;;False;True;True;False;G;G;False;True
3931;i21241000002496;https://www.habitaclia.com/alquiler-loft-piso_reformado_de_65m2_en_poblenou2_habitaciones_1_doble_y_1_in_poblenou-barcelona-i21241000002496.htm?pag=262&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Poblenou;1350;26-04-2020;65;2;;1923;;True;True;False;False;G;G;False;True
3932;i21241000002076;https://www.habitaclia.com/alquiler-estudio-de_45m2_en_el_gotico_1_habitacion_doble_bano_completo_gotic-barcelona-i21241000002076.htm?pag=262&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Gòtic;1090;26-04-2020;44;1;;1929;;False;False;True;False;G;G;False;True
3933;i21241000002290;https://www.habitaclia.com/alquiler-piso-reformado_de_70m2_con_1_habitacion_doble_1_habitacion_con_st_pere_sta_caterina_el_born-barcelona-i21241000002290.htm?pag=262&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1350;26-04-2020;70;1;;1900;;False;True;True;False;G;G;False;True
3934;i21241000002786;https://www.habitaclia.com/alquiler-piso-reformado_de_55m2_con_1_hab_doble_en_suite_1_bano_total_sarria-barcelona-i21241000002786.htm?pag=262&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;1100;26-04-2020;60;1;;1900;;False;False;True;False;F;F;False;False
3935;i20330003624246;https://www.habitaclia.com/alquiler-piso-vistas_mar_y_montana_sant_gervasi_bonanova-barcelona-i20330003624246.htm?pag=262&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;6616;26-04-2020;161;4;3;2000;1;True;True;True;False;A;A;False;True
3936;i20330003549790;https://www.habitaclia.com/alquiler-piso-con_piscina_propia_luminoso_pedralbes-barcelona-i20330003549790.htm?pag=262&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;5153;26-04-2020;134;4;4;2000;;True;True;True;True;D;D;False;True
3937;i586003725586;https://www.habitaclia.com/alquiler-piso-turo_de_la_peira_can_peguera-barcelona-i586003725586.htm?pag=262&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Turó de la Peira - Can Peguera;775;26-04-2020;60;2;;1955;1;False;False;False;True;F;E;False;False
