idx;Id;Url;TipusOferta;TipusImmoble;Municipi;Provincia;Zona;PreuActual;DataOferta;Sup_m2;NumHabitacions;NumBanys;AnyConstruccio;Planta;Parking;Calefaccio;AC;Moblat;EficienciaEnergetica;ClasseEmissions;Jardi;Ascensor
2521;i11087002992683;https://www.habitaclia.com/alquiler-piso-planta_baja_a_estrenar_con_patio_joan_de_peguera_camp_de_l_arpa-barcelona-i11087002992683.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp de l´Arpa;900;26-04-2020;70;3;;1936;;False;False;False;True;;;False;False
2522;i14839003768823;https://www.habitaclia.com/alquiler-piso-diagonal_mar_la_mar_bella-barcelona-i14839003768823.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Diagonal Mar - La Mar Bella;1250;26-04-2020;72;2;2;;4;False;True;True;True;G;G;False;True
2523;i4198003718948;https://www.habitaclia.com/alquiler-piso-luminoso_recien_reformado_collblanc-hospitalet_de_llobregat-i4198003718948.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;hospitalet_de_llobregat;barcelona;Collblanc;800;26-04-2020;50;2;;;3;False;False;False;True;E;E;False;False
2524;i531205767137;https://www.habitaclia.com/alquiler-piso-reformado_en_rambla_badal_badal-barcelona-i531205767137.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Badal;950;26-04-2020;65;2;;1942;1;False;False;True;True;E;E;False;True
2525;i672001759196;https://www.habitaclia.com/alquiler-piso-via_augusta_349_355_via_augusta_349_355_sarria-barcelona-i672001759196.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;1644;26-04-2020;57;1;;;;False;False;False;False;;;False;False
2526;i1075002121317;https://www.habitaclia.com/alquiler-piso-precioso_con_terraza_en_les_corts_les_corts-barcelona-i1075002121317.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Les Corts;1150;26-04-2020;60;2;;1968;1;False;True;False;True;G;G;False;True
2527;i4737003773356;https://www.habitaclia.com/alquiler-apartamento-amueblado_barceloneta-barcelona-i4737003773356.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Barceloneta;950;26-04-2020;35;1;;;;False;True;True;False;G;F;False;False
2528;i1283002049534;https://www.habitaclia.com/alquiler-piso-edificio_porta_del_mar_gran_via_corts_catalanes_967_sant_marti-barcelona-i1283002049534.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Martí;940;26-04-2020;47;1;;;5;True;True;False;True;D;E;False;True
2529;i2310003633478;https://www.habitaclia.com/alquiler-estudio-calle_agudells_76_carmel-barcelona-i2310003633478.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Carmel;690;26-04-2020;35;1;;;;False;True;False;True;G;G;False;False
2530;i359003620464;https://www.habitaclia.com/alquiler-piso-enfrente_parque_soleado_portero_ganduxer_32_sant_gervasi_galvany-barcelona-i359003620464.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1600;26-04-2020;110;4;2;1960;1;False;True;False;False;G;G;False;True
2531;i4737003764993;https://www.habitaclia.com/alquiler-piso-totalmente_amueblado_y_equipado_camp_de_l_arpa-barcelona-i4737003764993.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp de l´Arpa;1500;26-04-2020;95;3;;1900;1;False;True;True;False;G;G;False;True
2532;i27758000000011;https://www.habitaclia.com/alquiler-piso-amplio_apartamento_en_calle_de_provenca_con_excelente_ubicacion_dreta_de_l_eixample-barcelona-i27758000000011.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;3400;26-04-2020;180;3;2;;;False;True;True;False;G;G;False;True
2533;i20330003470999;https://www.habitaclia.com/alquiler-atico-duplex_con_5_pl_de_parking_sant_gervasi_bonanova-barcelona-i20330003470999.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Sant Gervasi - Bonanova;8268;26-04-2020;289;4;5;2000;3;True;True;True;True;E;E;False;True
2534;i20458003759383;https://www.habitaclia.com/alquiler-piso-sistrells_sant_crist-badalona-i20458003759383.htm?pag=168&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Sant Crist;780;26-04-2020;70;2;;;;False;True;True;False;G;G;False;True
2535;i19374003777321;https://www.habitaclia.com/alquiler-apartamento-oportunidad_unica_en_sants-barcelona-i19374003777321.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sants;1000;26-04-2020;89;2;;;4;False;True;True;False;G;G;False;True
2536;i3846003721651;https://www.habitaclia.com/alquiler-piso-segunda_linea_de_mar_poblenou-barcelona-i3846003721651.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poblenou;1900;26-04-2020;90;3;2;2012;4;True;True;True;False;G;G;False;True
2537;i1283003762241;https://www.habitaclia.com/alquiler-piso-parking_incluido_gran_via_corts_catalanes_975_sant_marti-barcelona-i1283003762241.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Martí;1250;26-04-2020;99;3;2;;8;True;True;False;True;D;E;False;True
2538;i11293002594991;https://www.habitaclia.com/alquiler-loft-en_sant_pau_sagrada_familia_camp_de_l_arpa-barcelona-i11293002594991.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Camp de l´Arpa;825;26-04-2020;35;1;;2016;3;False;True;True;False;G;G;False;True
2539;i23842003767759;https://www.habitaclia.com/alquiler-apartamento-la_sagrera_avenida_meridiana_291_la_sagrera-barcelona-i23842003767759.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;La Sagrera;1100;26-04-2020;85;3;;;2;False;True;False;False;G;G;False;True
2540;i4077003750793;https://www.habitaclia.com/alquiler-piso-1_habitacion_con_muebles_sant_miquel_87_barceloneta-barcelona-i4077003750793.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Barceloneta;800;26-04-2020;34;1;;1900;1;False;False;False;False;G;G;False;False
2541;i1921003759125;https://www.habitaclia.com/alquiler-piso-fantastico_de_75_m2_ubicad_la_bordeta-barcelona-i1921003759125.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;La Bordeta;1100;26-04-2020;70;3;;1969;2;False;False;False;False;G;G;False;True
2542;i672001757780;https://www.habitaclia.com/alquiler-piso-quinto_con_5_habitaciones_y_ascensor_sant_gervasi_galvany-barcelona-i672001757780.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;5294;26-04-2020;290;5;4;2003;5;False;True;True;True;C;C;False;True
2543;i672001754573;https://www.habitaclia.com/alquiler-piso-segundo_con_6_habitaciones_y_ascensor_sant_gervasi_bonanova-barcelona-i672001754573.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;7163;26-04-2020;289;6;4;1997;2;False;True;True;True;E;E;False;True
2544;i672001756855;https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_y_ascensor_glories_el_parc-barcelona-i672001756855.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Glòries El Parc;2402;26-04-2020;109;3;3;2008;;False;True;True;True;D;D;False;True
2545;i672001756870;https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_ascensor_y_piscina_comunitaria_pedralbes-barcelona-i672001756870.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;6795;26-04-2020;224;4;5;2008;;False;False;True;True;E;D;False;True
2546;i9873002097546;https://www.habitaclia.com/alquiler-atico-espectacular_duplex_de_lujo_con_terraza_en_sant_gervasi_sant_gervasi_galvany-barcelona-i9873002097546.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Sant Gervasi - Galvany;8500;26-04-2020;347;6;6;;;False;True;False;False;;;False;True
2547;i12206003724749;https://www.habitaclia.com/alquiler-piso-c_vidal_i_guasch_roquetes-barcelona-i12206003724749.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Roquetes;1025;26-04-2020;81;3;;;1;False;False;False;True;G;G;False;False
2548;i4975003170444;https://www.habitaclia.com/alquiler-apartamento-piso_de_120m2_en_en_poblenou_poblenou-barcelona-i4975003170444.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poblenou;1690;26-04-2020;120;3;2;;;False;True;True;False;G;G;False;False
2549;i500003774572;https://www.habitaclia.com/alquiler-piso-incluye_internet_y_plaza_de_parking_calle_cristobal_de_moura_38_provenc_als_del_poblenou-barcelona-i500003774572.htm?pag=169&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Provençals del Poblenou;1380;26-04-2020;72;2;2;2009;;True;True;True;False;D;E;False;True
2550;i586003517777;https://www.habitaclia.com/alquiler-piso-barceloneta-barcelona-i586003517777.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Barceloneta;1900;26-04-2020;70;2;2;;4;False;True;True;False;G;E;False;False
2551;i4737003739638;https://www.habitaclia.com/alquiler-apartamento-sin_amueblar_vila_de_gracia-barcelona-i4737003739638.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila de Gràcia;1400;26-04-2020;66;2;2;;1;False;True;False;True;E;E;False;True
2552;i4737003727320;https://www.habitaclia.com/alquiler-apartamento-sin_amueblar_sant_ramon_maternitat-barcelona-i4737003727320.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Ramon - Maternitat;1975;26-04-2020;121;3;2;;2;True;True;True;True;G;G;False;True
2553;i4607002822924;https://www.habitaclia.com/alquiler-piso-en_en_el_camp_den_grassot_gracia_nova_c_legalitat_no_60_camp_d_en_grassot_gracia_n-barcelona-i4607002822924.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1200;26-04-2020;76;3;2;1976;;False;True;False;False;G;G;False;True
2554;i3566003765389;https://www.habitaclia.com/alquiler-piso-sant_gervasi_bonanova-barcelona-i3566003765389.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Bonanova;2000;26-04-2020;115;3;2;;4;False;True;True;False;G;G;False;False
2555;i25455000000032;https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondic_esquerra_alta_de_l_eixample-barcelona-i25455000000032.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1250;26-04-2020;100;3;2;1972;;False;True;True;False;E;E;False;True
2556;i27758000000026;https://www.habitaclia.com/alquiler-piso-amplio_apartamento_amueblado_y_reformado_en_eixample_esquerra_esquerra_alta_de_l_eixample-barcelona-i27758000000026.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1390;26-04-2020;79;1;;;;False;True;True;False;G;G;False;True
2557;i27758000000021;https://www.habitaclia.com/alquiler-piso-apartamento_amueblado_de_diseno_a_pasos_de_plaza_catalunya_st_pere_sta_caterina_el_born-barcelona-i27758000000021.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1980;26-04-2020;91;2;2;;;False;True;True;False;G;G;False;True
2558;i27758000000152;https://www.habitaclia.com/alquiler-piso-espectacular_apartamento_reformado_y_amueblado_en_carrer_de_rego_gotic-barcelona-i27758000000152.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;2900;26-04-2020;194;3;2;;;False;True;True;False;G;G;False;True
2559;i27758000000141;https://www.habitaclia.com/alquiler-piso-luminoso_y_amplio_apartamento_amueblado_en_eixample_dreta_dreta_de_l_eixample-barcelona-i27758000000141.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1950;26-04-2020;75;2;2;;;False;True;True;False;G;G;False;True
2560;i27758000000181;https://www.habitaclia.com/alquiler-piso-fantastico_apartamento_en_plaza_lesseps_putget_farro-barcelona-i27758000000181.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Putget - Farró;1400;26-04-2020;65;2;;;;False;True;True;False;G;G;False;True
2561;i25455000000036;https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_amueblado_con_ascensor_calefaccion_y_ai_esquerra_baixa_de_l_eixample-barcelona-i25455000000036.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Baixa de l´Eixample;1650;26-04-2020;119;4;2;1906;;False;True;True;False;E;E;False;True
2562;i4737003769419;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_balcon_gotic-barcelona-i4737003769419.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1500;26-04-2020;75;3;;;1;False;True;True;False;E;E;False;True
2563;i5147001558675;https://www.habitaclia.com/alquiler-estudio-excelente_studio_reformado_por_p_calle_ramelleres_9_raval-barcelona-i5147001558675.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Raval;800;26-04-2020;44;;2;;1;False;True;True;False;G;G;False;True
2564;i11804003713718;https://www.habitaclia.com/alquiler-apartamento-calle_paris_145_esquerra_alta_de_l_eixample-barcelona-i11804003713718.htm?pag=170&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1200;26-04-2020;58;2;;;3;False;True;False;True;G;G;False;True
2565;i1581003500513;https://www.habitaclia.com/alquiler-piso-en_calle_hospital_l_15_raval-barcelona-i1581003500513.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Raval;1100;26-04-2020;70;2;;;3;False;True;False;False;G;G;False;True
2566;i4737003770833;https://www.habitaclia.com/alquiler-apartamento-sin_amueblar_con_balcon_vallcarca_penitents-barcelona-i4737003770833.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vallcarca - Penitents;1800;26-04-2020;160;3;2;;3;True;True;True;True;G;G;False;True
2567;i8750003324797;https://www.habitaclia.com/alquiler-atico-casa_de_3_plantas_en_el_carmel_taxonera-barcelona-i8750003324797.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;Taxonera;2400;26-04-2020;155;3;2;1990;1;False;True;True;False;E;E;False;False
2568;i4975003170443;https://www.habitaclia.com/alquiler-apartamento-piso_de_130m2_en_en_eixample_izquierdo_esquerra_alta_de_l_eixample-barcelona-i4975003170443.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;2950;26-04-2020;130;3;2;;;False;True;True;True;;;False;True
2569;i4975003170235;https://www.habitaclia.com/alquiler-apartamento-piso_de_160m2_en_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975003170235.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2200;26-04-2020;160;4;2;1960;;False;True;True;False;;;False;True
2570;i4737003774463;https://www.habitaclia.com/alquiler-atico-amueblado_con_terraza_st_pere_sta_caterina_el_born-barcelona-i4737003774463.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;atico;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;2000;26-04-2020;100;2;2;;5;False;True;True;False;G;G;False;True
2571;i1943003734497;https://www.habitaclia.com/alquiler-piso-en_lloreda_3_habi_lloreda-badalona-i1943003734497.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;badalona;barcelona;Lloreda;925;26-04-2020;100;3;;1980;4;False;False;False;True;E;E;False;False
2572;i23842003755396;https://www.habitaclia.com/alquiler-apartamento-piso_en_sant_gervasi_calle_madrazo_72_sant_gervasi_galvany-barcelona-i23842003755396.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;2300;26-04-2020;187;5;3;;5;False;False;False;True;G;G;False;True
2573;i5299003752241;https://www.habitaclia.com/alquiler-piso-excelente_ubicacion_calle_ases_3_st_pere_sta_caterina_el_born-barcelona-i5299003752241.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;850;26-04-2020;45;;;1900;3;False;False;False;False;G;G;False;True
2574;i4198003350384;https://www.habitaclia.com/alquiler-apartamento-agradable_en_gracia_camp_d_en_grassot_gracia_n-barcelona-i4198003350384.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;700;26-04-2020;40;1;;;1;False;False;True;False;F;E;False;False
2575;i4367002434103;https://www.habitaclia.com/alquiler-piso-temp_o_larga_estrformlumgotic_gotic-barcelona-i4367002434103.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Gòtic;1200;26-04-2020;70;2;;;3;False;True;True;False;G;G;False;True
2576;i2953003712525;https://www.habitaclia.com/alquiler-piso-dreta_de_leixample_dreta_de_l_eixample-barcelona-i2953003712525.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2400;26-04-2020;155;3;3;2010;4;False;True;True;True;G;G;False;True
2577;i586003755546;https://www.habitaclia.com/alquiler-piso-camp_d_en_grassot_gracia_n-barcelona-i586003755546.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Camp d´en Grassot - Gràcia N.;1100;26-04-2020;77;3;;1975;;False;True;True;False;G;G;False;True
2578;i586003606218;https://www.habitaclia.com/alquiler-piso-120m2_balmes_3_dormitorios_putget_farro-barcelona-i586003606218.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Putget - Farró;1700;26-04-2020;120;3;3;;1;False;True;False;True;G;G;False;False
2579;i672001760567;https://www.habitaclia.com/alquiler-piso-segundo_con_5_habitaciones_y_ascensor_sant_gervasi_galvany-barcelona-i672001760567.htm?pag=171&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;5315;26-04-2020;290;5;3;2003;2;False;True;True;True;D;C;False;True
2580;i672001760439;https://www.habitaclia.com/alquiler-casa-con_4_habitaciones_ascensor_y_piscina_sant_gervasi_bonanova-barcelona-i672001760439.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;casa;barcelona;barcelona;Sant Gervasi - Bonanova;5613;26-04-2020;287;4;5;2004;;False;True;True;True;E;E;False;True
2581;i11568003765419;https://www.habitaclia.com/alquiler-piso-cami_antic_valencia_poble_nou_105_poblenou-barcelona-i11568003765419.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poblenou;1100;26-04-2020;64;3;;1957;6;False;True;True;False;F;E;False;True
2582;i15739003361754;https://www.habitaclia.com/alquiler-piso-upper_diagonal_sant_gervasi_galvany-barcelona-i15739003361754.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1700;26-04-2020;83;2;2;;2;False;True;True;False;G;F;False;True
2583;i27758000000030;https://www.habitaclia.com/alquiler-piso-fantastico_apartamento_en_arco_del_triunfo_dreta_de_l_eixample-barcelona-i27758000000030.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2250;26-04-2020;75;2;2;;;False;True;True;False;G;G;False;True
2584;i27861003735932;https://www.habitaclia.com/alquiler-piso-amueblado_poblenou-barcelona-i27861003735932.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poblenou;1850;26-04-2020;107;3;2;;8;True;True;True;False;E;E;False;True
2585;i672001759320;https://www.habitaclia.com/alquiler-piso-via_augusta_349_355_via_augusta_349_355_sarria-barcelona-i672001759320.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;3267;26-04-2020;115;3;2;;;False;False;False;False;;;False;False
2586;i672001759201;https://www.habitaclia.com/alquiler-piso-via_augusta_349_355_via_augusta_349_355_sarria-barcelona-i672001759201.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;3651;26-04-2020;124;4;2;;;False;False;False;False;;;False;False
2587;i586003724045;https://www.habitaclia.com/alquiler-piso-alto_extesq234m2_fmacia_sant_gervasi_galvany-barcelona-i586003724045.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;5200;26-04-2020;234;4;3;;5;False;True;True;True;G;G;False;True
2588;i2226003737081;https://www.habitaclia.com/alquiler-apartamento-estudio_duplex_en_dreta_de_l_eixample-barcelona-i2226003737081.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1200;26-04-2020;74;3;2;;;False;True;True;False;A;A;False;True
2589;i3210003777016;https://www.habitaclia.com/alquiler-loft-bajo_amplio_en_gracia_la_salut-barcelona-i3210003777016.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;La Salut;700;26-04-2020;60;1;;;;False;False;False;False;E;E;False;False
2590;i3901003766278;https://www.habitaclia.com/alquiler-piso-alto_todo_exterior_galvany_sant_gervasi_galvany-barcelona-i3901003766278.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;2500;26-04-2020;140;4;3;1965;5;True;True;False;True;G;G;False;True
2591;i12792003774138;https://www.habitaclia.com/alquiler-piso-no_cobramos_al_arrendatario_vila_de_gracia-barcelona-i12792003774138.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Vila de Gràcia;870;26-04-2020;40;1;;1900;3;False;True;True;True;G;G;False;True
2592;i27758000000027;https://www.habitaclia.com/alquiler-piso-apartamento_amueblado_en_exclusivo_barrio_de_sarria-barcelona-i27758000000027.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sarrià;1750;26-04-2020;65;2;;;;False;True;True;False;G;G;False;True
2593;i27758000000172;https://www.habitaclia.com/alquiler-piso-precioso_apartamento_en_eixample_esquerra_esquerra_baixa_de_l_eixample-barcelona-i27758000000172.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Baixa de l´Eixample;1250;26-04-2020;63;2;;;;False;True;True;False;G;G;False;True
2594;i27758000000043;https://www.habitaclia.com/alquiler-piso-amplio_apartamento_amueblado_a_pasos_de_paseo_de_gracia_dreta_de_l_eixample-barcelona-i27758000000043.htm?pag=172&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;1490;26-04-2020;67;3;2;;;False;True;True;False;G;G;False;True
2595;i4737003760940;https://www.habitaclia.com/alquiler-apartamento-piso_sin_amueblar_consell_de_ce_dreta_de_l_eixample-barcelona-i4737003760940.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Dreta de l´Eixample;2200;26-04-2020;115;3;2;;5;False;True;True;True;E;E;False;True
2596;i4737003722036;https://www.habitaclia.com/alquiler-apartamento-sin_amueblar_pedralbes-barcelona-i4737003722036.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;3540;26-04-2020;164;4;3;;1;True;True;True;True;G;G;False;True
2597;i586003751029;https://www.habitaclia.com/alquiler-piso-st_pere_sta_caterina_el_born-barcelona-i586003751029.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1275;26-04-2020;75;2;2;;3;True;True;True;True;D;D;False;True
2598;i672001758696;https://www.habitaclia.com/alquiler-piso-primero_con_2_habitaciones_ascensor_y_piscina_comunitaria_pedralbes-barcelona-i672001758696.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Pedralbes;2574;26-04-2020;96;2;2;2008;1;False;False;True;True;D;D;False;True
2599;i4427003774550;https://www.habitaclia.com/alquiler-apartamento-espectacular_terraza_con_vistas_st_pere_sta_caterina_el_born-barcelona-i4427003774550.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;900;26-04-2020;30;1;;1936;6;False;True;True;True;G;G;False;False
2600;i4023003756835;https://www.habitaclia.com/alquiler-piso-en_sant_andreu_sant_andreu-barcelona-i4023003756835.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Andreu;1200;26-04-2020;100;4;2;1975;7;False;True;False;False;G;G;False;True
2601;i14201003757244;https://www.habitaclia.com/alquiler-piso-a_estrenar_trinitat_nova-barcelona-i14201003757244.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Trinitat Nova;750;26-04-2020;67;3;;1963;2;False;False;False;True;E;F;False;True
2602;i4737003771631;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_balcon_poble_sec-barcelona-i4737003771631.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Poble Sec;1500;26-04-2020;100;2;2;;4;False;True;True;False;G;F;False;True
2603;i27758000000154;https://www.habitaclia.com/alquiler-piso-estupendo_apartamento_de_temporal_en_el_corazon_de_la_e_esquerra_alta_de_l_eixample-barcelona-i27758000000154.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1700;26-04-2020;60;2;;;;False;True;True;False;G;G;False;True
2604;i27758000000166;https://www.habitaclia.com/alquiler-piso-luminoso_apartamento_amueblado_y_equipado_en_eixample_esquerra_esquerra_alta_de_l_eixample-barcelona-i27758000000166.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Esquerra Alta de l´Eixample;1450;26-04-2020;59;1;;;;False;True;True;False;G;G;False;True
2605;i4737003773146;https://www.habitaclia.com/alquiler-apartamento-sin_amueblar_con_piscina_sant_gervasi_galvany-barcelona-i4737003773146.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;Sant Gervasi - Galvany;1634;26-04-2020;60;1;;;1;False;True;True;True;A;A;False;True
2606;i4737003772383;https://www.habitaclia.com/alquiler-estudio-amueblado_raval-barcelona-i4737003772383.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;otros;barcelona;barcelona;Raval;900;26-04-2020;26;1;;;;False;True;True;False;G;G;False;False
2607;i4737003772579;https://www.habitaclia.com/alquiler-apartamento-amueblado_con_balcon_st_pere_sta_caterina_el_born-barcelona-i4737003772579.htm?pag=173&f=&geo=c&from=list&lo=55;Lloguer;piso;barcelona;barcelona;St. Pere - Sta. Caterina - El Born;1400;26-04-2020;70;2;2;;4;False;True;True;False;G;G;False;True
